normalized_hand,hand_rank,hand_type
8s7s5s5h2d,56067,One Pair
8s7h5s5h2c,56068,One Pair
8s7s5s5h2c,56069,One Pair
8s7s5s4s4h,56070,One Pair
8s7h5h4s4h,56071,One Pair
8s7h5s4s4h,56072,One Pair
8s7s5h4s4h,56073,One Pair
8s7h5d4s4h,56074,One Pair
8s7s5s3s3h,56075,One Pair
8s7h5h3s3h,56076,One Pair
8s7h5s3s3h,56077,One Pair
8s7s5h3s3h,56078,One Pair
8s7h5d3s3h,56079,One Pair
8s7s5s2s2h,56080,One Pair
8s7h5h2s2h,56081,One Pair
8s7h5s2s2h,56082,One Pair
8s7s5h2s2h,56083,One Pair
8s7h5d2s2h,56084,One Pair
8s7s4s4h3s,56085,One Pair
8s7h4s4h3h,56086,One Pair
8s7h4s4h3s,56087,One Pair
8s7s4s4h3h,56088,One Pair
8s7h4s4h3d,56089,One Pair
8s7s4s4h3d,56090,One Pair
8s7h4s4h3c,56091,One Pair
8s7s4s4h3c,56092,One Pair
8s7s4s4h2s,56093,One Pair
8s7h4s4h2h,56094,One Pair
8s7h4s4h2s,56095,One Pair
8s7s4s4h2h,56096,One Pair
8s7h4s4h2d,56097,One Pair
8s7s4s4h2d,56098,One Pair
8s7h4s4h2c,56099,One Pair
8s7s4s4h2c,56100,One Pair
8s7s4s3s3h,56101,One Pair
8s7h4h3s3h,56102,One Pair
8s7h4s3s3h,56103,One Pair
8s7s4h3s3h,56104,One Pair
8s7h4d3s3h,56105,One Pair
8s7s4s2s2h,56106,One Pair
8s7h4h2s2h,56107,One Pair
8s7h4s2s2h,56108,One Pair
8s7s4h2s2h,56109,One Pair
8s7h4d2s2h,56110,One Pair
8s7s3s3h2s,56111,One Pair
8s7h3s3h2h,56112,One Pair
8s7h3s3h2s,56113,One Pair
8s7s3s3h2h,56114,One Pair
8s7h3s3h2d,56115,One Pair
8s7s3s3h2d,56116,One Pair
8s7h3s3h2c,56117,One Pair
8s7s3s3h2c,56118,One Pair
8s7s3s2s2h,56119,One Pair
8s7h3h2s2h,56120,One Pair
8s7h3s2s2h,56121,One Pair
8s7s3h2s2h,56122,One Pair
8s7h3d2s2h,56123,One Pair
8s6s6h5s4s,56124,One Pair
8s6s6h5h4h,56125,One Pair
8s6s6h5d4d,56126,One Pair
8s6s6h5c4c,56127,One Pair
8s6s6h5h4s,56128,One Pair
8s6s6h5s4h,56129,One Pair
8s6s6h5h4d,56130,One Pair
8s6s6h5d4s,56131,One Pair
8s6s6h5s4d,56132,One Pair
8s6s6h5d4h,56133,One Pair
8s6s6h5c4d,56134,One Pair
8s6s6h5d4c,56135,One Pair
8s6s6h5c4s,56136,One Pair
8s6s6h5s4c,56137,One Pair
8s6s6h5h4c,56138,One Pair
8s6s6h5c4h,56139,One Pair
8s6s6h5s3s,56140,One Pair
8s6s6h5h3h,56141,One Pair
8s6s6h5d3d,56142,One Pair
8s6s6h5c3c,56143,One Pair
8s6s6h5h3s,56144,One Pair
8s6s6h5s3h,56145,One Pair
8s6s6h5h3d,56146,One Pair
8s6s6h5d3s,56147,One Pair
8s6s6h5s3d,56148,One Pair
8s6s6h5d3h,56149,One Pair
8s6s6h5c3d,56150,One Pair
8s6s6h5d3c,56151,One Pair
8s6s6h5c3s,56152,One Pair
8s6s6h5s3c,56153,One Pair
8s6s6h5h3c,56154,One Pair
8s6s6h5c3h,56155,One Pair
8s6s6h5s2s,56156,One Pair
8s6s6h5h2h,56157,One Pair
8s6s6h5d2d,56158,One Pair
8s6s6h5c2c,56159,One Pair
8s6s6h5h2s,56160,One Pair
8s6s6h5s2h,56161,One Pair
8s6s6h5h2d,56162,One Pair
8s6s6h5d2s,56163,One Pair
8s6s6h5s2d,56164,One Pair
8s6s6h5d2h,56165,One Pair
8s6s6h5c2d,56166,One Pair
8s6s6h5d2c,56167,One Pair
8s6s6h5c2s,56168,One Pair
8s6s6h5s2c,56169,One Pair
8s6s6h5h2c,56170,One Pair
8s6s6h5c2h,56171,One Pair
8s6s6h4s3s,56172,One Pair
8s6s6h4h3h,56173,One Pair
8s6s6h4d3d,56174,One Pair
8s6s6h4c3c,56175,One Pair
8s6s6h4h3s,56176,One Pair
8s6s6h4s3h,56177,One Pair
8s6s6h4h3d,56178,One Pair
8s6s6h4d3s,56179,One Pair
8s6s6h4s3d,56180,One Pair
8s6s6h4d3h,56181,One Pair
8s6s6h4c3d,56182,One Pair
8s6s6h4d3c,56183,One Pair
8s6s6h4c3s,56184,One Pair
8s6s6h4s3c,56185,One Pair
8s6s6h4h3c,56186,One Pair
8s6s6h4c3h,56187,One Pair
8s6s6h4s2s,56188,One Pair
8s6s6h4h2h,56189,One Pair
8s6s6h4d2d,56190,One Pair
8s6s6h4c2c,56191,One Pair
8s6s6h4h2s,56192,One Pair
8s6s6h4s2h,56193,One Pair
8s6s6h4h2d,56194,One Pair
8s6s6h4d2s,56195,One Pair
8s6s6h4s2d,56196,One Pair
8s6s6h4d2h,56197,One Pair
8s6s6h4c2d,56198,One Pair
8s6s6h4d2c,56199,One Pair
8s6s6h4c2s,56200,One Pair
8s6s6h4s2c,56201,One Pair
8s6s6h4h2c,56202,One Pair
8s6s6h4c2h,56203,One Pair
8s6s6h3s2s,56204,One Pair
8s6s6h3h2h,56205,One Pair
8s6s6h3d2d,56206,One Pair
8s6s6h3c2c,56207,One Pair
8s6s6h3h2s,56208,One Pair
8s6s6h3s2h,56209,One Pair
8s6s6h3h2d,56210,One Pair
8s6s6h3d2s,56211,One Pair
8s6s6h3s2d,56212,One Pair
8s6s6h3d2h,56213,One Pair
8s6s6h3c2d,56214,One Pair
8s6s6h3d2c,56215,One Pair
8s6s6h3c2s,56216,One Pair
8s6s6h3s2c,56217,One Pair
8s6s6h3h2c,56218,One Pair
8s6s6h3c2h,56219,One Pair
8s6s5s5h4s,56220,One Pair
8s6h5s5h4h,56221,One Pair
8s6h5s5h4s,56222,One Pair
8s6s5s5h4h,56223,One Pair
8s6h5s5h4d,56224,One Pair
8s6s5s5h4d,56225,One Pair
8s6h5s5h4c,56226,One Pair
8s6s5s5h4c,56227,One Pair
8s6s5s5h3s,56228,One Pair
8s6h5s5h3h,56229,One Pair
8s6h5s5h3s,56230,One Pair
8s6s5s5h3h,56231,One Pair
8s6h5s5h3d,56232,One Pair
8s6s5s5h3d,56233,One Pair
8s6h5s5h3c,56234,One Pair
8s6s5s5h3c,56235,One Pair
8s6s5s5h2s,56236,One Pair
8s6h5s5h2h,56237,One Pair
8s6h5s5h2s,56238,One Pair
8s6s5s5h2h,56239,One Pair
8s6h5s5h2d,56240,One Pair
8s6s5s5h2d,56241,One Pair
8s6h5s5h2c,56242,One Pair
8s6s5s5h2c,56243,One Pair
8s6s5s4s4h,56244,One Pair
8s6h5h4s4h,56245,One Pair
8s6h5s4s4h,56246,One Pair
8s6s5h4s4h,56247,One Pair
8s6h5d4s4h,56248,One Pair
8s6s5s3s3h,56249,One Pair
8s6h5h3s3h,56250,One Pair
8s6h5s3s3h,56251,One Pair
8s6s5h3s3h,56252,One Pair
8s6h5d3s3h,56253,One Pair
8s6s5s2s2h,56254,One Pair
8s6h5h2s2h,56255,One Pair
8s6h5s2s2h,56256,One Pair
8s6s5h2s2h,56257,One Pair
8s6h5d2s2h,56258,One Pair
8s6s4s4h3s,56259,One Pair
8s6h4s4h3h,56260,One Pair
8s6h4s4h3s,56261,One Pair
8s6s4s4h3h,56262,One Pair
8s6h4s4h3d,56263,One Pair
8s6s4s4h3d,56264,One Pair
8s6h4s4h3c,56265,One Pair
8s6s4s4h3c,56266,One Pair
8s6s4s4h2s,56267,One Pair
8s6h4s4h2h,56268,One Pair
8s6h4s4h2s,56269,One Pair
8s6s4s4h2h,56270,One Pair
8s6h4s4h2d,56271,One Pair
8s6s4s4h2d,56272,One Pair
8s6h4s4h2c,56273,One Pair
8s6s4s4h2c,56274,One Pair
8s6s4s3s3h,56275,One Pair
8s6h4h3s3h,56276,One Pair
8s6h4s3s3h,56277,One Pair
8s6s4h3s3h,56278,One Pair
8s6h4d3s3h,56279,One Pair
8s6s4s2s2h,56280,One Pair
8s6h4h2s2h,56281,One Pair
8s6h4s2s2h,56282,One Pair
8s6s4h2s2h,56283,One Pair
8s6h4d2s2h,56284,One Pair
8s6s3s3h2s,56285,One Pair
8s6h3s3h2h,56286,One Pair
8s6h3s3h2s,56287,One Pair
8s6s3s3h2h,56288,One Pair
8s6h3s3h2d,56289,One Pair
8s6s3s3h2d,56290,One Pair
8s6h3s3h2c,56291,One Pair
8s6s3s3h2c,56292,One Pair
8s6s3s2s2h,56293,One Pair
8s6h3h2s2h,56294,One Pair
8s6h3s2s2h,56295,One Pair
8s6s3h2s2h,56296,One Pair
8s6h3d2s2h,56297,One Pair
8s5s5h4s3s,56298,One Pair
8s5s5h4h3h,56299,One Pair
8s5s5h4d3d,56300,One Pair
8s5s5h4c3c,56301,One Pair
8s5s5h4h3s,56302,One Pair
8s5s5h4s3h,56303,One Pair
8s5s5h4h3d,56304,One Pair
8s5s5h4d3s,56305,One Pair
8s5s5h4s3d,56306,One Pair
8s5s5h4d3h,56307,One Pair
8s5s5h4c3d,56308,One Pair
8s5s5h4d3c,56309,One Pair
8s5s5h4c3s,56310,One Pair
8s5s5h4s3c,56311,One Pair
8s5s5h4h3c,56312,One Pair
8s5s5h4c3h,56313,One Pair
8s5s5h4s2s,56314,One Pair
8s5s5h4h2h,56315,One Pair
8s5s5h4d2d,56316,One Pair
8s5s5h4c2c,56317,One Pair
8s5s5h4h2s,56318,One Pair
8s5s5h4s2h,56319,One Pair
8s5s5h4h2d,56320,One Pair
8s5s5h4d2s,56321,One Pair
8s5s5h4s2d,56322,One Pair
8s5s5h4d2h,56323,One Pair
8s5s5h4c2d,56324,One Pair
8s5s5h4d2c,56325,One Pair
8s5s5h4c2s,56326,One Pair
8s5s5h4s2c,56327,One Pair
8s5s5h4h2c,56328,One Pair
8s5s5h4c2h,56329,One Pair
8s5s5h3s2s,56330,One Pair
8s5s5h3h2h,56331,One Pair
8s5s5h3d2d,56332,One Pair
8s5s5h3c2c,56333,One Pair
8s5s5h3h2s,56334,One Pair
8s5s5h3s2h,56335,One Pair
8s5s5h3h2d,56336,One Pair
8s5s5h3d2s,56337,One Pair
8s5s5h3s2d,56338,One Pair
8s5s5h3d2h,56339,One Pair
8s5s5h3c2d,56340,One Pair
8s5s5h3d2c,56341,One Pair
8s5s5h3c2s,56342,One Pair
8s5s5h3s2c,56343,One Pair
8s5s5h3h2c,56344,One Pair
8s5s5h3c2h,56345,One Pair
8s5s4s4h3s,56346,One Pair
8s5h4s4h3h,56347,One Pair
8s5h4s4h3s,56348,One Pair
8s5s4s4h3h,56349,One Pair
8s5h4s4h3d,56350,One Pair
8s5s4s4h3d,56351,One Pair
8s5h4s4h3c,56352,One Pair
8s5s4s4h3c,56353,One Pair
8s5s4s4h2s,56354,One Pair
8s5h4s4h2h,56355,One Pair
8s5h4s4h2s,56356,One Pair
8s5s4s4h2h,56357,One Pair
8s5h4s4h2d,56358,One Pair
8s5s4s4h2d,56359,One Pair
8s5h4s4h2c,56360,One Pair
8s5s4s4h2c,56361,One Pair
8s5s4s3s3h,56362,One Pair
8s5h4h3s3h,56363,One Pair
8s5h4s3s3h,56364,One Pair
8s5s4h3s3h,56365,One Pair
8s5h4d3s3h,56366,One Pair
8s5s4s2s2h,56367,One Pair
8s5h4h2s2h,56368,One Pair
8s5h4s2s2h,56369,One Pair
8s5s4h2s2h,56370,One Pair
8s5h4d2s2h,56371,One Pair
8s5s3s3h2s,56372,One Pair
8s5h3s3h2h,56373,One Pair
8s5h3s3h2s,56374,One Pair
8s5s3s3h2h,56375,One Pair
8s5h3s3h2d,56376,One Pair
8s5s3s3h2d,56377,One Pair
8s5h3s3h2c,56378,One Pair
8s5s3s3h2c,56379,One Pair
8s5s3s2s2h,56380,One Pair
8s5h3h2s2h,56381,One Pair
8s5h3s2s2h,56382,One Pair
8s5s3h2s2h,56383,One Pair
8s5h3d2s2h,56384,One Pair
8s4s4h3s2s,56385,One Pair
8s4s4h3h2h,56386,One Pair
8s4s4h3d2d,56387,One Pair
8s4s4h3c2c,56388,One Pair
8s4s4h3h2s,56389,One Pair
8s4s4h3s2h,56390,One Pair
8s4s4h3h2d,56391,One Pair
8s4s4h3d2s,56392,One Pair
8s4s4h3s2d,56393,One Pair
8s4s4h3d2h,56394,One Pair
8s4s4h3c2d,56395,One Pair
8s4s4h3d2c,56396,One Pair
8s4s4h3c2s,56397,One Pair
8s4s4h3s2c,56398,One Pair
8s4s4h3h2c,56399,One Pair
8s4s4h3c2h,56400,One Pair
8s4s3s3h2s,56401,One Pair
8s4h3s3h2h,56402,One Pair
8s4h3s3h2s,56403,One Pair
8s4s3s3h2h,56404,One Pair
8s4h3s3h2d,56405,One Pair
8s4s3s3h2d,56406,One Pair
8s4h3s3h2c,56407,One Pair
8s4s3s3h2c,56408,One Pair
8s4s3s2s2h,56409,One Pair
8s4h3h2s2h,56410,One Pair
8s4h3s2s2h,56411,One Pair
8s4s3h2s2h,56412,One Pair
8s4h3d2s2h,56413,One Pair
7s7h6h5h4h,56414,One Pair
7s7h6d5d4d,56415,One Pair
7s7h6s5h4h,56416,One Pair
7s7h6d5h4h,56417,One Pair
7s7h6h5d4d,56418,One Pair
7s7h6d5c4c,56419,One Pair
7s7h6s5d4d,56420,One Pair
7s7h6h5s4h,56421,One Pair
7s7h6h5d4h,56422,One Pair
7s7h6d5h4d,56423,One Pair
7s7h6d5c4d,56424,One Pair
7s7h6s5s4h,56425,One Pair
7s7h6d5d4h,56426,One Pair
7s7h6h5h4d,56427,One Pair
7s7h6d5d4c,56428,One Pair
7s7h6d5s4h,56429,One Pair
7s7h6s5d4h,56430,One Pair
7s7h6d5c4h,56431,One Pair
7s7h6s5h4d,56432,One Pair
7s7h6d5h4c,56433,One Pair
7s7h6h5d4c,56434,One Pair
7s7h6s5d4c,56435,One Pair
7s7h6d5s4d,56436,One Pair
7s7h6h5s4d,56437,One Pair
7s7h6s5s4d,56438,One Pair
7s7h6d5s4c,56439,One Pair
7s7h6h5h4s,56440,One Pair
7s7h6s5h4s,56441,One Pair
7s7h6d5h4s,56442,One Pair
7s7h6h5s4s,56443,One Pair
7s7h6s5s4s,56444,One Pair
7s7h6d5s4s,56445,One Pair
7s7h6h5d4s,56446,One Pair
7s7h6s5d4s,56447,One Pair
7s7h6d5d4s,56448,One Pair
7s7h6d5c4s,56449,One Pair
7s7h6h5h3h,56450,One Pair
7s7h6d5d3d,56451,One Pair
7s7h6s5h3h,56452,One Pair
7s7h6d5h3h,56453,One Pair
7s7h6h5d3d,56454,One Pair
7s7h6d5c3c,56455,One Pair
7s7h6s5d3d,56456,One Pair
7s7h6h5s3h,56457,One Pair
7s7h6h5d3h,56458,One Pair
7s7h6d5h3d,56459,One Pair
7s7h6d5c3d,56460,One Pair
7s7h6s5s3h,56461,One Pair
7s7h6d5d3h,56462,One Pair
7s7h6h5h3d,56463,One Pair
7s7h6d5d3c,56464,One Pair
7s7h6d5s3h,56465,One Pair
7s7h6s5d3h,56466,One Pair
7s7h6d5c3h,56467,One Pair
7s7h6s5h3d,56468,One Pair
7s7h6d5h3c,56469,One Pair
7s7h6h5d3c,56470,One Pair
7s7h6s5d3c,56471,One Pair
7s7h6d5s3d,56472,One Pair
7s7h6h5s3d,56473,One Pair
7s7h6s5s3d,56474,One Pair
7s7h6d5s3c,56475,One Pair
7s7h6h5h3s,56476,One Pair
7s7h6s5h3s,56477,One Pair
7s7h6d5h3s,56478,One Pair
7s7h6h5s3s,56479,One Pair
7s7h6s5s3s,56480,One Pair
7s7h6d5s3s,56481,One Pair
7s7h6h5d3s,56482,One Pair
7s7h6s5d3s,56483,One Pair
7s7h6d5d3s,56484,One Pair
7s7h6d5c3s,56485,One Pair
7s7h6h5h2h,56486,One Pair
7s7h6d5d2d,56487,One Pair
7s7h6s5h2h,56488,One Pair
7s7h6d5h2h,56489,One Pair
7s7h6h5d2d,56490,One Pair
7s7h6d5c2c,56491,One Pair
7s7h6s5d2d,56492,One Pair
7s7h6h5s2h,56493,One Pair
7s7h6h5d2h,56494,One Pair
7s7h6d5h2d,56495,One Pair
7s7h6d5c2d,56496,One Pair
7s7h6s5s2h,56497,One Pair
7s7h6d5d2h,56498,One Pair
7s7h6h5h2d,56499,One Pair
7s7h6d5d2c,56500,One Pair
7s7h6d5s2h,56501,One Pair
7s7h6s5d2h,56502,One Pair
7s7h6d5c2h,56503,One Pair
7s7h6s5h2d,56504,One Pair
7s7h6d5h2c,56505,One Pair
7s7h6h5d2c,56506,One Pair
7s7h6s5d2c,56507,One Pair
7s7h6d5s2d,56508,One Pair
7s7h6h5s2d,56509,One Pair
7s7h6s5s2d,56510,One Pair
7s7h6d5s2c,56511,One Pair
7s7h6h5h2s,56512,One Pair
7s7h6s5h2s,56513,One Pair
7s7h6d5h2s,56514,One Pair
7s7h6h5s2s,56515,One Pair
7s7h6s5s2s,56516,One Pair
7s7h6d5s2s,56517,One Pair
7s7h6h5d2s,56518,One Pair
7s7h6s5d2s,56519,One Pair
7s7h6d5d2s,56520,One Pair
7s7h6d5c2s,56521,One Pair
7s7h6h4h3h,56522,One Pair
7s7h6d4d3d,56523,One Pair
7s7h6s4h3h,56524,One Pair
7s7h6d4h3h,56525,One Pair
7s7h6h4d3d,56526,One Pair
7s7h6d4c3c,56527,One Pair
7s7h6s4d3d,56528,One Pair
7s7h6h4s3h,56529,One Pair
7s7h6h4d3h,56530,One Pair
7s7h6d4h3d,56531,One Pair
7s7h6d4c3d,56532,One Pair
7s7h6s4s3h,56533,One Pair
7s7h6d4d3h,56534,One Pair
7s7h6h4h3d,56535,One Pair
7s7h6d4d3c,56536,One Pair
7s7h6d4s3h,56537,One Pair
7s7h6s4d3h,56538,One Pair
7s7h6d4c3h,56539,One Pair
7s7h6s4h3d,56540,One Pair
7s7h6d4h3c,56541,One Pair
7s7h6h4d3c,56542,One Pair
7s7h6s4d3c,56543,One Pair
7s7h6d4s3d,56544,One Pair
7s7h6h4s3d,56545,One Pair
7s7h6s4s3d,56546,One Pair
7s7h6d4s3c,56547,One Pair
7s7h6h4h3s,56548,One Pair
7s7h6s4h3s,56549,One Pair
7s7h6d4h3s,56550,One Pair
7s7h6h4s3s,56551,One Pair
7s7h6s4s3s,56552,One Pair
7s7h6d4s3s,56553,One Pair
7s7h6h4d3s,56554,One Pair
7s7h6s4d3s,56555,One Pair
7s7h6d4d3s,56556,One Pair
7s7h6d4c3s,56557,One Pair
7s7h6h4h2h,56558,One Pair
7s7h6d4d2d,56559,One Pair
7s7h6s4h2h,56560,One Pair
7s7h6d4h2h,56561,One Pair
7s7h6h4d2d,56562,One Pair
7s7h6d4c2c,56563,One Pair
7s7h6s4d2d,56564,One Pair
7s7h6h4s2h,56565,One Pair
7s7h6h4d2h,56566,One Pair
7s7h6d4h2d,56567,One Pair
7s7h6d4c2d,56568,One Pair
7s7h6s4s2h,56569,One Pair
7s7h6d4d2h,56570,One Pair
7s7h6h4h2d,56571,One Pair
7s7h6d4d2c,56572,One Pair
7s7h6d4s2h,56573,One Pair
7s7h6s4d2h,56574,One Pair
7s7h6d4c2h,56575,One Pair
7s7h6s4h2d,56576,One Pair
7s7h6d4h2c,56577,One Pair
7s7h6h4d2c,56578,One Pair
7s7h6s4d2c,56579,One Pair
7s7h6d4s2d,56580,One Pair
7s7h6h4s2d,56581,One Pair
7s7h6s4s2d,56582,One Pair
7s7h6d4s2c,56583,One Pair
7s7h6h4h2s,56584,One Pair
7s7h6s4h2s,56585,One Pair
7s7h6d4h2s,56586,One Pair
7s7h6h4s2s,56587,One Pair
7s7h6s4s2s,56588,One Pair
7s7h6d4s2s,56589,One Pair
7s7h6h4d2s,56590,One Pair
7s7h6s4d2s,56591,One Pair
7s7h6d4d2s,56592,One Pair
7s7h6d4c2s,56593,One Pair
7s7h6h3h2h,56594,One Pair
7s7h6d3d2d,56595,One Pair
7s7h6s3h2h,56596,One Pair
7s7h6d3h2h,56597,One Pair
7s7h6h3d2d,56598,One Pair
7s7h6d3c2c,56599,One Pair
7s7h6s3d2d,56600,One Pair
7s7h6h3s2h,56601,One Pair
7s7h6h3d2h,56602,One Pair
7s7h6d3h2d,56603,One Pair
7s7h6d3c2d,56604,One Pair
7s7h6s3s2h,56605,One Pair
7s7h6d3d2h,56606,One Pair
7s7h6h3h2d,56607,One Pair
7s7h6d3d2c,56608,One Pair
7s7h6d3s2h,56609,One Pair
7s7h6s3d2h,56610,One Pair
7s7h6d3c2h,56611,One Pair
7s7h6s3h2d,56612,One Pair
7s7h6d3h2c,56613,One Pair
7s7h6h3d2c,56614,One Pair
7s7h6s3d2c,56615,One Pair
7s7h6d3s2d,56616,One Pair
7s7h6h3s2d,56617,One Pair
7s7h6s3s2d,56618,One Pair
7s7h6d3s2c,56619,One Pair
7s7h6h3h2s,56620,One Pair
7s7h6s3h2s,56621,One Pair
7s7h6d3h2s,56622,One Pair
7s7h6h3s2s,56623,One Pair
7s7h6s3s2s,56624,One Pair
7s7h6d3s2s,56625,One Pair
7s7h6h3d2s,56626,One Pair
7s7h6s3d2s,56627,One Pair
7s7h6d3d2s,56628,One Pair
7s7h6d3c2s,56629,One Pair
7s7h5h4h3h,56630,One Pair
7s7h5d4d3d,56631,One Pair
7s7h5s4h3h,56632,One Pair
7s7h5d4h3h,56633,One Pair
7s7h5h4d3d,56634,One Pair
7s7h5d4c3c,56635,One Pair
7s7h5s4d3d,56636,One Pair
7s7h5h4s3h,56637,One Pair
7s7h5h4d3h,56638,One Pair
7s7h5d4h3d,56639,One Pair
7s7h5d4c3d,56640,One Pair
7s7h5s4s3h,56641,One Pair
7s7h5d4d3h,56642,One Pair
7s7h5h4h3d,56643,One Pair
7s7h5d4d3c,56644,One Pair
7s7h5d4s3h,56645,One Pair
7s7h5s4d3h,56646,One Pair
7s7h5d4c3h,56647,One Pair
7s7h5s4h3d,56648,One Pair
7s7h5d4h3c,56649,One Pair
7s7h5h4d3c,56650,One Pair
7s7h5s4d3c,56651,One Pair
7s7h5d4s3d,56652,One Pair
7s7h5h4s3d,56653,One Pair
7s7h5s4s3d,56654,One Pair
7s7h5d4s3c,56655,One Pair
7s7h5h4h3s,56656,One Pair
7s7h5s4h3s,56657,One Pair
7s7h5d4h3s,56658,One Pair
7s7h5h4s3s,56659,One Pair
7s7h5s4s3s,56660,One Pair
7s7h5d4s3s,56661,One Pair
7s7h5h4d3s,56662,One Pair
7s7h5s4d3s,56663,One Pair
7s7h5d4d3s,56664,One Pair
7s7h5d4c3s,56665,One Pair
7s7h5h4h2h,56666,One Pair
7s7h5d4d2d,56667,One Pair
7s7h5s4h2h,56668,One Pair
7s7h5d4h2h,56669,One Pair
7s7h5h4d2d,56670,One Pair
7s7h5d4c2c,56671,One Pair
7s7h5s4d2d,56672,One Pair
7s7h5h4s2h,56673,One Pair
7s7h5h4d2h,56674,One Pair
7s7h5d4h2d,56675,One Pair
7s7h5d4c2d,56676,One Pair
7s7h5s4s2h,56677,One Pair
7s7h5d4d2h,56678,One Pair
7s7h5h4h2d,56679,One Pair
7s7h5d4d2c,56680,One Pair
7s7h5d4s2h,56681,One Pair
7s7h5s4d2h,56682,One Pair
7s7h5d4c2h,56683,One Pair
7s7h5s4h2d,56684,One Pair
7s7h5d4h2c,56685,One Pair
7s7h5h4d2c,56686,One Pair
7s7h5s4d2c,56687,One Pair
7s7h5d4s2d,56688,One Pair
7s7h5h4s2d,56689,One Pair
7s7h5s4s2d,56690,One Pair
7s7h5d4s2c,56691,One Pair
7s7h5h4h2s,56692,One Pair
7s7h5s4h2s,56693,One Pair
7s7h5d4h2s,56694,One Pair
7s7h5h4s2s,56695,One Pair
7s7h5s4s2s,56696,One Pair
7s7h5d4s2s,56697,One Pair
7s7h5h4d2s,56698,One Pair
7s7h5s4d2s,56699,One Pair
7s7h5d4d2s,56700,One Pair
7s7h5d4c2s,56701,One Pair
7s7h5h3h2h,56702,One Pair
7s7h5d3d2d,56703,One Pair
7s7h5s3h2h,56704,One Pair
7s7h5d3h2h,56705,One Pair
7s7h5h3d2d,56706,One Pair
7s7h5d3c2c,56707,One Pair
7s7h5s3d2d,56708,One Pair
7s7h5h3s2h,56709,One Pair
7s7h5h3d2h,56710,One Pair
7s7h5d3h2d,56711,One Pair
7s7h5d3c2d,56712,One Pair
7s7h5s3s2h,56713,One Pair
7s7h5d3d2h,56714,One Pair
7s7h5h3h2d,56715,One Pair
7s7h5d3d2c,56716,One Pair
7s7h5d3s2h,56717,One Pair
7s7h5s3d2h,56718,One Pair
7s7h5d3c2h,56719,One Pair
7s7h5s3h2d,56720,One Pair
7s7h5d3h2c,56721,One Pair
7s7h5h3d2c,56722,One Pair
7s7h5s3d2c,56723,One Pair
7s7h5d3s2d,56724,One Pair
7s7h5h3s2d,56725,One Pair
7s7h5s3s2d,56726,One Pair
7s7h5d3s2c,56727,One Pair
7s7h5h3h2s,56728,One Pair
7s7h5s3h2s,56729,One Pair
7s7h5d3h2s,56730,One Pair
7s7h5h3s2s,56731,One Pair
7s7h5s3s2s,56732,One Pair
7s7h5d3s2s,56733,One Pair
7s7h5h3d2s,56734,One Pair
7s7h5s3d2s,56735,One Pair
7s7h5d3d2s,56736,One Pair
7s7h5d3c2s,56737,One Pair
7s7h4h3h2h,56738,One Pair
7s7h4d3d2d,56739,One Pair
7s7h4s3h2h,56740,One Pair
7s7h4d3h2h,56741,One Pair
7s7h4h3d2d,56742,One Pair
7s7h4d3c2c,56743,One Pair
7s7h4s3d2d,56744,One Pair
7s7h4h3s2h,56745,One Pair
7s7h4h3d2h,56746,One Pair
7s7h4d3h2d,56747,One Pair
7s7h4d3c2d,56748,One Pair
7s7h4s3s2h,56749,One Pair
7s7h4d3d2h,56750,One Pair
7s7h4h3h2d,56751,One Pair
7s7h4d3d2c,56752,One Pair
7s7h4d3s2h,56753,One Pair
7s7h4s3d2h,56754,One Pair
7s7h4d3c2h,56755,One Pair
7s7h4s3h2d,56756,One Pair
7s7h4d3h2c,56757,One Pair
7s7h4h3d2c,56758,One Pair
7s7h4s3d2c,56759,One Pair
7s7h4d3s2d,56760,One Pair
7s7h4h3s2d,56761,One Pair
7s7h4s3s2d,56762,One Pair
7s7h4d3s2c,56763,One Pair
7s7h4h3h2s,56764,One Pair
7s7h4s3h2s,56765,One Pair
7s7h4d3h2s,56766,One Pair
7s7h4h3s2s,56767,One Pair
7s7h4s3s2s,56768,One Pair
7s7h4d3s2s,56769,One Pair
7s7h4h3d2s,56770,One Pair
7s7h4s3d2s,56771,One Pair
7s7h4d3d2s,56772,One Pair
7s7h4d3c2s,56773,One Pair
7s6s6h5s4s,56774,One Pair
7s6s6h5h4h,56775,One Pair
7s6s6h5d4d,56776,One Pair
7s6s6h5c4c,56777,One Pair
7s6s6h5h4s,56778,One Pair
7s6s6h5s4h,56779,One Pair
7s6s6h5h4d,56780,One Pair
7s6s6h5d4s,56781,One Pair
7s6s6h5s4d,56782,One Pair
7s6s6h5d4h,56783,One Pair
7s6s6h5c4d,56784,One Pair
7s6s6h5d4c,56785,One Pair
7s6s6h5c4s,56786,One Pair
7s6s6h5s4c,56787,One Pair
7s6s6h5h4c,56788,One Pair
7s6s6h5c4h,56789,One Pair
7s6s6h5s3s,56790,One Pair
7s6s6h5h3h,56791,One Pair
7s6s6h5d3d,56792,One Pair
7s6s6h5c3c,56793,One Pair
7s6s6h5h3s,56794,One Pair
7s6s6h5s3h,56795,One Pair
7s6s6h5h3d,56796,One Pair
7s6s6h5d3s,56797,One Pair
7s6s6h5s3d,56798,One Pair
7s6s6h5d3h,56799,One Pair
7s6s6h5c3d,56800,One Pair
7s6s6h5d3c,56801,One Pair
